"ID_sim","SNR","Method","Retention","Nonzero","Prediction"
"5 98","0.419807852829051","Lasso","2","6","69.4455567671602"
"5 98","0.419807852829051","Relaxed Lasso","2","2","74.6194922510116"
"5 98","0.419807852829051","RF","4","6","60.3186815395094"
"5 99","0.419807852829051","Lasso","3","3","86.8449712893487"
"5 99","0.419807852829051","Relaxed Lasso","2","2","88.8461299773521"
"5 99","0.419807852829051","RF","3","4","75.2464479791808"
"5 100","0.419807852829051","Lasso","3","5","98.9025608890274"
"5 100","0.419807852829051","Relaxed Lasso","3","4","99.1602945394775"
"5 100","0.419807852829051","RF","3","7","78.015867815972"
"6 1","0.714612644757177","Lasso","2","9","42.1075735690243"
"6 1","0.714612644757177","Relaxed Lasso","1","2","46.6152917365902"
"6 1","0.714612644757177","RF","1","2","35.3054920146332"
"6 2","0.714612644757177","Lasso","3","17","44.2192915425217"
"6 2","0.714612644757177","Relaxed Lasso","4","8","48.2042034258086"
"6 2","0.714612644757177","RF","4","10","37.675882927878"
"6 3","0.714612644757177","Lasso","1","6","48.4383024954695"
"6 3","0.714612644757177","Relaxed Lasso","1","1","49.1829651348"
"6 3","0.714612644757177","RF","3","5","38.0609586750204"
"6 4","0.714612644757177","Lasso","3","6","37.8029023214479"
"6 4","0.714612644757177","Relaxed Lasso","3","3","36.9987561680201"
"6 4","0.714612644757177","RF","3","3","31.4903042862615"
"6 5","0.714612644757177","Lasso","3","5","63.1593736391066"
"6 5","0.714612644757177","Relaxed Lasso","3","3","59.5818672553459"
"6 5","0.714612644757177","RF","2","9","44.3674450673811"
"6 6","0.714612644757177","Lasso","3","7","54.1313307571287"
"6 6","0.714612644757177","Relaxed Lasso","3","5","55.2379562337836"
"6 6","0.714612644757177","RF","2","5","46.7078169098506"
"6 7","0.714612644757177","Lasso","3","11","49.5298429117527"
"6 7","0.714612644757177","Relaxed Lasso","3","12","48.9056968874225"
"6 7","0.714612644757177","RF","3","3","42.8583153013488"
"6 8","0.714612644757177","Lasso","2","9","48.2272496937809"
"6 8","0.714612644757177","Relaxed Lasso","2","2","48.5990769442771"
"6 8","0.714612644757177","RF","5","7","36.0190785933417"
"6 9","0.714612644757177","Lasso","3","9","45.7643952591717"
"6 9","0.714612644757177","Relaxed Lasso","2","3","46.2736327817932"
"6 9","0.714612644757177","RF","3","8","36.5298721454733"
"6 10","0.714612644757177","Lasso","3","19","47.4421947363396"
"6 10","0.714612644757177","Relaxed Lasso","2","3","45.444074214395"
"6 10","0.714612644757177","RF","3","9","40.4592071531912"
"6 11","0.714612644757177","Lasso","2","6","38.3316204057209"
"6 11","0.714612644757177","Relaxed Lasso","2","2","39.6129132416424"
"6 11","0.714612644757177","RF","4","9","31.7889063864965"
"6 12","0.714612644757177","Lasso","3","3","53.9800413062617"
"6 12","0.714612644757177","Relaxed Lasso","3","3","49.0797878015206"
"6 12","0.714612644757177","RF","5","9","45.3105465073537"
"6 13","0.714612644757177","Lasso","3","3","52.2817433112444"
"6 13","0.714612644757177","Relaxed Lasso","3","3","51.1736614960933"
"6 13","0.714612644757177","RF","3","5","41.1557087199409"
"6 14","0.714612644757177","Lasso","3","8","47.3126140419566"
"6 14","0.714612644757177","Relaxed Lasso","1","2","49.8017373978497"
"6 14","0.714612644757177","RF","3","10","40.0676017742897"
"6 15","0.714612644757177","Lasso","3","14","56.4145570726093"
"6 15","0.714612644757177","Relaxed Lasso","3","5","59.4316186976125"
"6 15","0.714612644757177","RF","4","5","50.4409131399748"
"6 16","0.714612644757177","Lasso","2","5","52.2450019230873"
"6 16","0.714612644757177","Relaxed Lasso","1","1","48.3070761444935"
"6 16","0.714612644757177","RF","2","2","43.0662550739784"
"6 17","0.714612644757177","Lasso","3","10","47.6009441452434"
"6 17","0.714612644757177","Relaxed Lasso","1","1","48.0966978795851"
"6 17","0.714612644757177","RF","1","4","32.0374163856009"
"6 18","0.714612644757177","Lasso","4","6","42.1448248348929"
"6 18","0.714612644757177","Relaxed Lasso","4","5","43.0587512725174"
"6 18","0.714612644757177","RF","4","7","36.9809051980927"
"6 19","0.714612644757177","Lasso","1","7","35.9360207458105"
"6 19","0.714612644757177","Relaxed Lasso","1","4","35.9608634551885"
"6 19","0.714612644757177","RF","2","5","34.0946227635854"
"6 20","0.714612644757177","Lasso","4","4","67.420759841844"
"6 20","0.714612644757177","Relaxed Lasso","4","4","64.8148205055361"
"6 20","0.714612644757177","RF","3","7","50.7656178445636"
"6 21","0.714612644757177","Lasso","3","3","48.7173868513946"
"6 21","0.714612644757177","Relaxed Lasso","3","3","50.0631464693105"
"6 21","0.714612644757177","RF","3","6","44.260440491874"
"6 22","0.714612644757177","Lasso","3","17","30.681152242903"
"6 22","0.714612644757177","Relaxed Lasso","2","3","31.6484769147819"
"6 22","0.714612644757177","RF","3","6","35.5172925546617"
"6 23","0.714612644757177","Lasso","4","10","39.3848519038176"
"6 23","0.714612644757177","Relaxed Lasso","4","10","40.6359007263446"
"6 23","0.714612644757177","RF","3","8","34.0127094413209"
"6 24","0.714612644757177","Lasso","2","3","61.6567292148802"
"6 24","0.714612644757177","Relaxed Lasso","2","2","59.4602868515314"
"6 24","0.714612644757177","RF","3","4","47.5534992669894"
"6 25","0.714612644757177","Lasso","2","2","53.0826761837264"
"6 25","0.714612644757177","Relaxed Lasso","1","1","51.5691588742892"
"6 25","0.714612644757177","RF","4","8","39.2443748082559"
"6 26","0.714612644757177","Lasso","2","5","42.6562138565487"
"6 26","0.714612644757177","Relaxed Lasso","2","2","46.4599858143795"
"6 26","0.714612644757177","RF","4","5","35.6069501106187"
"6 27","0.714612644757177","Lasso","3","6","60.8748049965895"
"6 27","0.714612644757177","Relaxed Lasso","2","2","62.4434035923058"
"6 27","0.714612644757177","RF","2","10","47.0337613546649"
"6 28","0.714612644757177","Lasso","3","6","40.4980524838774"
"6 28","0.714612644757177","Relaxed Lasso","3","6","45.5298192837263"
"6 28","0.714612644757177","RF","3","5","36.6000936120156"
"6 29","0.714612644757177","Lasso","3","5","51.4756159615082"
"6 29","0.714612644757177","Relaxed Lasso","2","2","50.1436589625082"
"6 29","0.714612644757177","RF","4","9","48.3209777961682"
"6 30","0.714612644757177","Lasso","3","3","74.3095538040357"
"6 30","0.714612644757177","Relaxed Lasso","2","2","67.4479159482466"
"6 30","0.714612644757177","RF","5","5","62.9515376404019"
"6 31","0.714612644757177","Lasso","3","12","57.0280701690763"
"6 31","0.714612644757177","Relaxed Lasso","3","9","53.5569170482955"
"6 31","0.714612644757177","RF","1","7","47.606208152294"
"6 32","0.714612644757177","Lasso","2","5","36.6402145629251"
"6 32","0.714612644757177","Relaxed Lasso","2","3","36.9689682407825"
"6 32","0.714612644757177","RF","3","3","35.7746103864151"
"6 33","0.714612644757177","Lasso","3","13","43.9620158358366"
"6 33","0.714612644757177","Relaxed Lasso","2","3","40.5180559252122"
"6 33","0.714612644757177","RF","3","8","35.0349407181945"
"6 34","0.714612644757177","Lasso","4","6","44.5553932324401"
"6 34","0.714612644757177","Relaxed Lasso","4","4","46.5202967567284"
"6 34","0.714612644757177","RF","2","2","39.0100701648451"
"6 35","0.714612644757177","Lasso","4","4","56.6175090069412"
"6 35","0.714612644757177","Relaxed Lasso","4","4","61.6941005828148"
"6 35","0.714612644757177","RF","5","8","45.707523486358"
"6 36","0.714612644757177","Lasso","3","6","37.8453194877182"
"6 36","0.714612644757177","Relaxed Lasso","1","1","38.7018734881831"
"6 36","0.714612644757177","RF","4","11","28.682261467289"
"6 37","0.714612644757177","Lasso","3","4","43.8273592596323"
"6 37","0.714612644757177","Relaxed Lasso","3","3","45.8085713045641"
"6 37","0.714612644757177","RF","4","7","36.3757284935285"
"6 38","0.714612644757177","Lasso","1","5","44.6590568985855"
"6 38","0.714612644757177","Relaxed Lasso","0","1","43.841965549759"
"6 38","0.714612644757177","RF","2","7","39.0798600776602"
"6 39","0.714612644757177","Lasso","1","7","45.6988597468301"
"6 39","0.714612644757177","Relaxed Lasso","1","4","49.2065554166572"
"6 39","0.714612644757177","RF","2","2","44.3019941701638"
"6 40","0.714612644757177","Lasso","2","7","44.0234288390416"
"6 40","0.714612644757177","Relaxed Lasso","1","1","43.4763092622248"
"6 40","0.714612644757177","RF","4","8","35.6467411409952"
"6 41","0.714612644757177","Lasso","2","2","58.2682042816772"
"6 41","0.714612644757177","Relaxed Lasso","1","1","58.1098377010284"
"6 41","0.714612644757177","RF","2","3","48.0721904247451"
"6 42","0.714612644757177","Lasso","4","4","46.5518150185296"
"6 42","0.714612644757177","Relaxed Lasso","3","3","43.6085822614634"
"6 42","0.714612644757177","RF","4","6","42.4458558907376"
"6 43","0.714612644757177","Lasso","3","6","58.2178517991806"
"6 43","0.714612644757177","Relaxed Lasso","3","5","60.3490560654213"
"6 43","0.714612644757177","RF","3","10","45.340929030845"
"6 44","0.714612644757177","Lasso","2","7","44.5950342512756"
"6 44","0.714612644757177","Relaxed Lasso","2","6","45.0292834973545"
"6 44","0.714612644757177","RF","2","9","40.3457885266844"
"6 45","0.714612644757177","Lasso","4","9","61.0628740197355"
"6 45","0.714612644757177","Relaxed Lasso","4","8","60.6619318698687"
"6 45","0.714612644757177","RF","2","4","52.9705306964098"
"6 46","0.714612644757177","Lasso","3","4","62.3209344255243"
"6 46","0.714612644757177","Relaxed Lasso","1","1","67.5185464609527"
"6 46","0.714612644757177","RF","3","5","54.0849826559635"
"6 47","0.714612644757177","Lasso","3","6","52.4993166864276"
"6 47","0.714612644757177","Relaxed Lasso","4","5","47.0769161621302"
"6 47","0.714612644757177","RF","5","6","42.3741796971601"
"6 48","0.714612644757177","Lasso","2","8","45.1655456273967"
"6 48","0.714612644757177","Relaxed Lasso","2","2","45.8779410506795"
"6 48","0.714612644757177","RF","2","6","39.1585129383726"
"6 49","0.714612644757177","Lasso","2","7","62.954852235046"
"6 49","0.714612644757177","Relaxed Lasso","2","2","65.7479968154302"
"6 49","0.714612644757177","RF","3","3","56.5767806888305"
"6 50","0.714612644757177","Lasso","4","7","56.6088592798507"
"6 50","0.714612644757177","Relaxed Lasso","1","1","54.1672223784578"
"6 50","0.714612644757177","RF","2","5","39.6522536546133"
"6 51","0.714612644757177","Lasso","4","8","42.7739797960785"
"6 51","0.714612644757177","Relaxed Lasso","3","4","42.900240729925"
"6 51","0.714612644757177","RF","3","8","31.693886370976"
"6 52","0.714612644757177","Lasso","4","10","43.2506960298027"
"6 52","0.714612644757177","Relaxed Lasso","2","2","48.8780905754292"
"6 52","0.714612644757177","RF","2","4","38.2335301933778"
"6 53","0.714612644757177","Lasso","4","8","53.0486170378658"
"6 53","0.714612644757177","Relaxed Lasso","4","4","53.7113351112525"
"6 53","0.714612644757177","RF","5","9","42.7394358154172"
"6 54","0.714612644757177","Lasso","3","5","52.7603605141075"
"6 54","0.714612644757177","Relaxed Lasso","1","1","51.0603841553194"
"6 54","0.714612644757177","RF","3","7","44.5948806157823"
"6 55","0.714612644757177","Lasso","2","5","46.9155856558665"
"6 55","0.714612644757177","Relaxed Lasso","1","1","46.6501591566333"
"6 55","0.714612644757177","RF","3","7","38.932800845236"
"6 56","0.714612644757177","Lasso","4","6","51.4194557961753"
"6 56","0.714612644757177","Relaxed Lasso","1","1","49.9461892007849"
"6 56","0.714612644757177","RF","2","4","39.22875180743"
"6 57","0.714612644757177","Lasso","2","4","40.1287241330892"
"6 57","0.714612644757177","Relaxed Lasso","1","1","38.7323165516295"
"6 57","0.714612644757177","RF","2","4","33.0821423180397"
"6 58","0.714612644757177","Lasso","5","9","52.5803798873668"
"6 58","0.714612644757177","Relaxed Lasso","4","6","54.7194866248727"
"6 58","0.714612644757177","RF","2","3","43.4286343124936"
"6 59","0.714612644757177","Lasso","2","11","33.2532437311454"
"6 59","0.714612644757177","Relaxed Lasso","2","11","32.6779846452422"
"6 59","0.714612644757177","RF","4","8","28.3011095198543"
"6 60","0.714612644757177","Lasso","3","4","46.096911473347"
"6 60","0.714612644757177","Relaxed Lasso","3","14","44.3101044934433"
"6 60","0.714612644757177","RF","3","5","41.927028976445"
"6 61","0.714612644757177","Lasso","3","5","57.8049987060656"
"6 61","0.714612644757177","Relaxed Lasso","2","3","59.2937918091335"
"6 61","0.714612644757177","RF","4","8","51.6665322890318"
"6 62","0.714612644757177","Lasso","3","7","42.335095058539"
"6 62","0.714612644757177","Relaxed Lasso","1","1","41.8413836286447"
"6 62","0.714612644757177","RF","4","8","34.2687187159606"
"6 63","0.714612644757177","Lasso","4","8","34.2607505433936"
"6 63","0.714612644757177","Relaxed Lasso","4","6","37.0934067940201"
"6 63","0.714612644757177","RF","2","2","30.8773569559214"
"6 64","0.714612644757177","Lasso","4","8","46.0595561881126"
"6 64","0.714612644757177","Relaxed Lasso","4","4","47.0247258308562"
"6 64","0.714612644757177","RF","1","7","34.2564699405564"
"6 65","0.714612644757177","Lasso","3","15","50.8186196316518"
"6 65","0.714612644757177","Relaxed Lasso","4","15","51.3417218916698"
"6 65","0.714612644757177","RF","3","8","42.615932768312"
"6 66","0.714612644757177","Lasso","3","5","48.6904801998844"
"6 66","0.714612644757177","Relaxed Lasso","3","5","50.9710403825153"
"6 66","0.714612644757177","RF","2","3","40.9566596951481"
"6 67","0.714612644757177","Lasso","5","6","42.4671852886729"
"6 67","0.714612644757177","Relaxed Lasso","5","6","43.5138422817771"
"6 67","0.714612644757177","RF","4","4","39.0972854373375"
"6 68","0.714612644757177","Lasso","5","15","50.4727780473287"
"6 68","0.714612644757177","Relaxed Lasso","5","7","52.2407095731867"
"6 68","0.714612644757177","RF","4","7","39.6789507335414"
"6 69","0.714612644757177","Lasso","3","9","52.190582387206"
"6 69","0.714612644757177","Relaxed Lasso","2","5","54.8908968971272"
"6 69","0.714612644757177","RF","1","3","43.106279753995"
"6 70","0.714612644757177","Lasso","4","7","62.5832545474243"
"6 70","0.714612644757177","Relaxed Lasso","2","3","65.851254348934"
"6 70","0.714612644757177","RF","3","5","50.9054890247566"
"6 71","0.714612644757177","Lasso","3","5","56.4258711082298"
"6 71","0.714612644757177","Relaxed Lasso","3","5","58.5990969850396"
"6 71","0.714612644757177","RF","2","6","45.3145140264905"
"6 72","0.714612644757177","Lasso","3","5","51.262455929687"
"6 72","0.714612644757177","Relaxed Lasso","3","5","52.9417353547647"
"6 72","0.714612644757177","RF","3","5","41.9323511352762"
"6 73","0.714612644757177","Lasso","2","2","53.0531878747354"
"6 73","0.714612644757177","Relaxed Lasso","2","2","53.673580955219"
"6 73","0.714612644757177","RF","4","9","46.9636009114807"
"6 74","0.714612644757177","Lasso","4","5","59.061030689115"
"6 74","0.714612644757177","Relaxed Lasso","4","4","58.1378712350149"
"6 74","0.714612644757177","RF","4","7","54.1480688751088"
"6 75","0.714612644757177","Lasso","3","7","44.6235343722502"
"6 75","0.714612644757177","Relaxed Lasso","1","1","45.0872074490758"
"6 75","0.714612644757177","RF","4","8","39.7785952245965"
"6 76","0.714612644757177","Lasso","4","7","46.9290305202035"
"6 76","0.714612644757177","Relaxed Lasso","3","3","45.3748339034058"
"6 76","0.714612644757177","RF","2","2","39.7239973347012"
"6 77","0.714612644757177","Lasso","3","6","48.5636382044159"
"6 77","0.714612644757177","Relaxed Lasso","3","6","44.5411892549584"
"6 77","0.714612644757177","RF","3","8","36.0044218824336"
"6 78","0.714612644757177","Lasso","4","7","53.4475809731185"
"6 78","0.714612644757177","Relaxed Lasso","4","4","49.7023741793432"
"6 78","0.714612644757177","RF","4","9","43.8703717708067"
"6 79","0.714612644757177","Lasso","2","5","42.5218512637765"
"6 79","0.714612644757177","Relaxed Lasso","2","5","42.6153830426439"
"6 79","0.714612644757177","RF","1","7","30.6468718905119"
"6 80","0.714612644757177","Lasso","2","9","48.4527996424382"
"6 80","0.714612644757177","Relaxed Lasso","2","2","46.4598945493439"
"6 80","0.714612644757177","RF","2","2","50.568575409384"
"6 81","0.714612644757177","Lasso","4","7","41.7005415092133"
"6 81","0.714612644757177","Relaxed Lasso","4","4","43.066474885905"
"6 81","0.714612644757177","RF","4","6","31.5528165244086"
"6 82","0.714612644757177","Lasso","5","8","47.9217524921216"
"6 82","0.714612644757177","Relaxed Lasso","2","2","47.7432236366876"
"6 82","0.714612644757177","RF","3","3","42.8564132772707"
"6 83","0.714612644757177","Lasso","3","10","51.2044585028757"
"6 83","0.714612644757177","Relaxed Lasso","3","4","52.9309757258078"
"6 83","0.714612644757177","RF","3","5","41.7167551043494"
"6 84","0.714612644757177","Lasso","2","7","60.3861705033221"
"6 84","0.714612644757177","Relaxed Lasso","1","1","60.7946938228605"
"6 84","0.714612644757177","RF","4","4","52.2956045480796"
"6 85","0.714612644757177","Lasso","2","7","44.8789373093941"
"6 85","0.714612644757177","Relaxed Lasso","1","1","44.3281192894937"
"6 85","0.714612644757177","RF","3","6","34.4008542138926"
"6 86","0.714612644757177","Lasso","2","4","45.1742554771682"
"6 86","0.714612644757177","Relaxed Lasso","2","2","44.9282772012203"
"6 86","0.714612644757177","RF","2","2","37.4305301785972"
"6 87","0.714612644757177","Lasso","2","5","47.7133861199029"
"6 87","0.714612644757177","Relaxed Lasso","3","6","51.6109027861394"
"6 87","0.714612644757177","RF","2","5","35.5678980776408"
"6 88","0.714612644757177","Lasso","4","8","61.0111261163486"
"6 88","0.714612644757177","Relaxed Lasso","4","5","63.7627405311696"
"6 88","0.714612644757177","RF","4","8","45.2948553370887"
"6 89","0.714612644757177","Lasso","4","9","39.1605060249762"
"6 89","0.714612644757177","Relaxed Lasso","4","6","41.5805706863409"
"6 89","0.714612644757177","RF","5","5","35.1878369795766"
"6 90","0.714612644757177","Lasso","3","9","44.7880728420236"
"6 90","0.714612644757177","Relaxed Lasso","2","3","47.4606274662467"
"6 90","0.714612644757177","RF","4","8","35.4095666462767"
"6 91","0.714612644757177","Lasso","3","3","48.1145044017313"
"6 91","0.714612644757177","Relaxed Lasso","1","1","46.49642840729"
"6 91","0.714612644757177","RF","3","5","38.6454247966249"
"6 92","0.714612644757177","Lasso","3","7","48.3867194115823"
"6 92","0.714612644757177","Relaxed Lasso","3","7","49.1744746599757"
"6 92","0.714612644757177","RF","4","8","36.6081937360069"
"6 93","0.714612644757177","Lasso","4","12","54.9417194111294"
"6 93","0.714612644757177","Relaxed Lasso","1","1","51.5958472150347"
"6 93","0.714612644757177","RF","4","8","41.75465398973"
"6 94","0.714612644757177","Lasso","2","6","42.8427638954702"
"6 94","0.714612644757177","Relaxed Lasso","2","4","44.5143421599055"
"6 94","0.714612644757177","RF","2","7","29.270292650071"
"6 95","0.714612644757177","Lasso","4","6","58.2703849969654"
"6 95","0.714612644757177","Relaxed Lasso","4","12","51.4017892801871"
"6 95","0.714612644757177","RF","3","3","44.4744685579253"
"6 96","0.714612644757177","Lasso","2","12","41.9977511567198"
"6 96","0.714612644757177","Relaxed Lasso","1","2","43.3642112895743"
"6 96","0.714612644757177","RF","3","8","34.7275671151499"
"6 97","0.714612644757177","Lasso","4","5","56.2691598434274"
"6 97","0.714612644757177","Relaxed Lasso","3","3","57.8077537202446"
"6 97","0.714612644757177","RF","4","4","45.1049510901794"
"6 98","0.714612644757177","Lasso","2","8","65.561559541663"
"6 98","0.714612644757177","Relaxed Lasso","2","3","62.8721507705536"
"6 98","0.714612644757177","RF","4","9","49.4076267008226"
"6 99","0.714612644757177","Lasso","4","28","48.3404064097901"
"6 99","0.714612644757177","Relaxed Lasso","4","22","53.4474566769492"
"6 99","0.714612644757177","RF","3","7","40.9379623753447"
"6 100","0.714612644757177","Lasso","2","5","46.5354781124643"
"6 100","0.714612644757177","Relaxed Lasso","2","2","43.2541808774062"
"6 100","0.714612644757177","RF","3","6","36.8001329431735"
"7 1","1.21644039911468","Lasso","2","9","26.7523601878867"
"7 1","1.21644039911468","Relaxed Lasso","2","9","26.0629203317867"
"7 1","1.21644039911468","RF","5","8","25.5733849792633"
"7 2","1.21644039911468","Lasso","4","16","24.1178067284034"
"7 2","1.21644039911468","Relaxed Lasso","5","11","25.3015645233978"
"7 2","1.21644039911468","RF","3","5","18.5903489334408"
"7 3","1.21644039911468","Lasso","3","8","26.7002225653239"
"7 3","1.21644039911468","Relaxed Lasso","3","7","28.1784528870183"
"7 3","1.21644039911468","RF","3","8","22.0940418252562"
"7 4","1.21644039911468","Lasso","3","9","34.8267220440893"
"7 4","1.21644039911468","Relaxed Lasso","1","1","36.1901693595941"
"7 4","1.21644039911468","RF","3","4","29.1108634067795"
"7 5","1.21644039911468","Lasso","5","11","31.219840636753"
"7 5","1.21644039911468","Relaxed Lasso","4","4","31.5714479535769"
"7 5","1.21644039911468","RF","3","3","23.5850268454245"
"7 6","1.21644039911468","Lasso","1","3","25.3993962801205"
"7 6","1.21644039911468","Relaxed Lasso","1","2","24.5648371182951"
"7 6","1.21644039911468","RF","2","3","22.8425674383357"
"7 7","1.21644039911468","Lasso","4","6","31.7578247478462"
"7 7","1.21644039911468","Relaxed Lasso","2","2","31.9709388026518"
"7 7","1.21644039911468","RF","2","3","27.3674536172877"
"7 8","1.21644039911468","Lasso","4","6","29.2459904498418"
"7 8","1.21644039911468","Relaxed Lasso","3","3","30.1040331831027"
"7 8","1.21644039911468","RF","4","12","24.0282067401628"
"7 9","1.21644039911468","Lasso","4","14","21.943600349314"
"7 9","1.21644039911468","Relaxed Lasso","3","3","23.4474059974514"
"7 9","1.21644039911468","RF","4","4","19.7173654939779"
"7 10","1.21644039911468","Lasso","4","9","30.9610364040016"
"7 10","1.21644039911468","Relaxed Lasso","4","8","30.1993324198026"
"7 10","1.21644039911468","RF","3","5","24.6665722783624"
"7 11","1.21644039911468","Lasso","4","11","31.665581301218"
"7 11","1.21644039911468","Relaxed Lasso","4","8","31.3557613102606"
"7 11","1.21644039911468","RF","3","3","26.0331527664506"
"7 12","1.21644039911468","Lasso","4","5","22.8974143086393"
"7 12","1.21644039911468","Relaxed Lasso","4","5","21.891639335193"
"7 12","1.21644039911468","RF","3","4","24.6464750199712"
"7 13","1.21644039911468","Lasso","4","8","25.8834322198482"
"7 13","1.21644039911468","Relaxed Lasso","3","4","29.2255985933808"
"7 13","1.21644039911468","RF","5","14","21.5515610574176"
"7 14","1.21644039911468","Lasso","3","6","30.6710546039859"
"7 14","1.21644039911468","Relaxed Lasso","1","2","32.4639955121397"
"7 14","1.21644039911468","RF","2","5","26.5808922209577"
"7 15","1.21644039911468","Lasso","4","6","31.4980356178989"
"7 15","1.21644039911468","Relaxed Lasso","4","4","30.6288950287883"
"7 15","1.21644039911468","RF","4","5","30.5222411163077"
"7 16","1.21644039911468","Lasso","3","15","24.6468985817552"
"7 16","1.21644039911468","Relaxed Lasso","2","2","24.8670558661473"
"7 16","1.21644039911468","RF","3","4","19.8486886289102"
"7 17","1.21644039911468","Lasso","4","5","30.1680051160056"
"7 17","1.21644039911468","Relaxed Lasso","4","4","28.5770201146601"
"7 17","1.21644039911468","RF","3","5","28.4176008335443"
"7 18","1.21644039911468","Lasso","2","3","33.3623024429408"
"7 18","1.21644039911468","Relaxed Lasso","2","2","29.4128746545815"
"7 18","1.21644039911468","RF","5","7","24.7680599704272"
"7 19","1.21644039911468","Lasso","3","5","24.6645363321859"
"7 19","1.21644039911468","Relaxed Lasso","3","3","23.9909606042094"
"7 19","1.21644039911468","RF","2","4","20.7574817393119"
"7 20","1.21644039911468","Lasso","4","18","23.5744455126742"
"7 20","1.21644039911468","Relaxed Lasso","4","11","26.6006891502172"
"7 20","1.21644039911468","RF","3","7","23.3735510494596"
"7 21","1.21644039911468","Lasso","3","13","26.9083953146623"
"7 21","1.21644039911468","Relaxed Lasso","4","10","27.9586329720131"
"7 21","1.21644039911468","RF","4","12","21.4595559272781"
"7 22","1.21644039911468","Lasso","4","7","36.133712776952"
"7 22","1.21644039911468","Relaxed Lasso","4","5","33.9514023887358"
"7 22","1.21644039911468","RF","4","4","26.7399682449399"
"7 23","1.21644039911468","Lasso","2","2","30.7683685783911"
"7 23","1.21644039911468","Relaxed Lasso","2","2","30.7771114953852"
"7 23","1.21644039911468","RF","2","7","26.2477588084856"
"7 24","1.21644039911468","Lasso","4","6","25.58281555516"
"7 24","1.21644039911468","Relaxed Lasso","4","6","23.5317563087822"
"7 24","1.21644039911468","RF","4","8","22.8852910235111"
"7 25","1.21644039911468","Lasso","4","11","33.5338348006207"
"7 25","1.21644039911468","Relaxed Lasso","2","3","35.6794114620361"
"7 25","1.21644039911468","RF","4","9","28.6881047338528"
"7 26","1.21644039911468","Lasso","2","13","35.527371725955"
"7 26","1.21644039911468","Relaxed Lasso","2","4","31.9624782191585"
"7 26","1.21644039911468","RF","3","10","25.2542951110452"
"7 27","1.21644039911468","Lasso","3","10","27.2519556255883"
"7 27","1.21644039911468","Relaxed Lasso","4","4","27.6607784956373"
"7 27","1.21644039911468","RF","2","7","24.7656663845353"
"7 28","1.21644039911468","Lasso","3","6","27.5642028112724"
"7 28","1.21644039911468","Relaxed Lasso","3","3","26.4704373772488"
"7 28","1.21644039911468","RF","5","5","23.9259103521342"
"7 29","1.21644039911468","Lasso","4","7","27.2011465562927"
"7 29","1.21644039911468","Relaxed Lasso","4","4","26.0033740197678"
"7 29","1.21644039911468","RF","3","3","20.7547875486767"
"7 30","1.21644039911468","Lasso","3","6","25.2864916492527"
"7 30","1.21644039911468","Relaxed Lasso","3","4","25.26654573835"
"7 30","1.21644039911468","RF","5","8","17.7471801674468"
"7 31","1.21644039911468","Lasso","5","9","29.8448051020254"
"7 31","1.21644039911468","Relaxed Lasso","5","7","30.3280301873128"
"7 31","1.21644039911468","RF","3","3","23.4216243559826"
"7 32","1.21644039911468","Lasso","3","8","24.4594540529881"
"7 32","1.21644039911468","Relaxed Lasso","3","5","23.9644865228988"
"7 32","1.21644039911468","RF","4","12","20.356071632512"
"7 33","1.21644039911468","Lasso","3","3","26.8549997724851"
"7 33","1.21644039911468","Relaxed Lasso","3","3","26.9779808804289"
"7 33","1.21644039911468","RF","3","7","23.0457903565102"
"7 34","1.21644039911468","Lasso","5","7","33.4570752854559"
"7 34","1.21644039911468","Relaxed Lasso","4","29","30.5788247426657"
"7 34","1.21644039911468","RF","3","3","25.779129267234"
"7 35","1.21644039911468","Lasso","3","9","25.9796691343935"
"7 35","1.21644039911468","Relaxed Lasso","3","8","26.7303238796914"
"7 35","1.21644039911468","RF","4","8","25.3751151298935"
"7 36","1.21644039911468","Lasso","4","15","23.663260449634"
"7 36","1.21644039911468","Relaxed Lasso","4","15","24.7997514649956"
"7 36","1.21644039911468","RF","3","7","19.3277420435327"
"7 37","1.21644039911468","Lasso","3","8","25.1926942314996"
"7 37","1.21644039911468","Relaxed Lasso","3","5","25.4436050021847"
"7 37","1.21644039911468","RF","2","2","23.3426438753455"
"7 38","1.21644039911468","Lasso","4","7","32.4003454094283"
"7 38","1.21644039911468","Relaxed Lasso","4","4","31.2445665979264"
"7 38","1.21644039911468","RF","5","8","26.3454347739403"
"7 39","1.21644039911468","Lasso","3","12","32.1152790654828"
"7 39","1.21644039911468","Relaxed Lasso","3","16","28.8590626043701"
"7 39","1.21644039911468","RF","2","9","25.1231510692146"
"7 40","1.21644039911468","Lasso","2","11","26.3634777924176"
"7 40","1.21644039911468","Relaxed Lasso","2","7","22.9676307111531"
"7 40","1.21644039911468","RF","2","4","23.1814380354815"
"7 41","1.21644039911468","Lasso","2","7","28.2785997543586"
"7 41","1.21644039911468","Relaxed Lasso","2","2","28.9388930179549"
"7 41","1.21644039911468","RF","2","4","25.1666219453958"
"7 42","1.21644039911468","Lasso","3","5","32.3026791729649"
"7 42","1.21644039911468","Relaxed Lasso","3","5","35.4744094822229"
"7 42","1.21644039911468","RF","2","2","30.2475943003687"
"7 43","1.21644039911468","Lasso","4","9","28.9898298679738"
"7 43","1.21644039911468","Relaxed Lasso","4","5","31.0262024648615"
